id,object_id,area,confidence,class_name,x1,y1,x2,y2
76825,6,13617.282,0.93653417,person,306.53268,26.209288,384.14508,201.6617
76825,7,5229.075,0.61498976,handbag,159.44287,201.24873,213.3488,298.25244
76825,8,8196.017,0.503182,person,208.70007,35.13366,270.714,167.29782
72598,1,10652.021,0.9916683,person,2.1460292,164.91145,57.832333,356.19766
72598,2,58561.082,0.9896302,person,206.36237,32.055416,396.92416,339.36298
72598,3,19118.158,0.98093873,person,46.006863,171.59741,149.48135,356.35947
72598,4,21531.861,0.9735174,person,474.05966,67.223976,548.3301,357.13565
72598,5,9023.811,0.90324676,person,153.51831,168.79778,216.07372,313.05087
72598,6,23559.555,0.8904062,person,378.2769,176.90979,510.77664,354.71808
72598,7,773.6211,0.77531356,person,56.128708,208.85329,82.07955,238.6643
72598,8,7387.6377,0.72102326,person,127.20559,184.94804,182.86845,317.66916
72598,9,7380.376,0.5691306,person,376.14615,161.55455,438.6136,279.70212
43078,1,338682.53,0.9934314,person,52.475594,80.965866,574.67487,729.5354
43078,2,129012.23,0.91224134,book,3.959377,426.51868,427.09195,731.41656
51846,1,10426.375,0.6693555,cat,418.81894,553.4482,537.7411,641.12213
01569,1,179232.02,0.99969834,person,280.618,74.68518,684.69037,518.2493
01569,2,135199.62,0.98929214,person,9.229686,75.58475,315.17358,517.49457
95812,1,444469.7,0.99997437,person,-8.932025,40.91119,608.5038,760.775
06418,1,141573.97,0.97613776,person,25.818571,42.952377,522.6818,327.88788
53976,1,315583.84,0.9996239,person,21.110886,192.17085,529.28546,813.1855
53976,2,7598.3843,0.9569891,tie,276.15543,405.72324,338.46942,527.6603
70193,1,214479.84,0.99137443,person,406.02698,22.40405,810.3965,552.80963
70193,2,186034.45,0.9901482,person,146.10757,46.60178,518.5235,546.13586
60427,1,309190.78,0.97054225,cat,151.77705,49.639877,800.0382,526.59393
60427,2,269805.0,0.5292904,sofa,112.29748,201.79723,814.6753,585.9281
78395,1,219872.06,0.9996433,person,294.18607,50.16905,662.65857,646.88135
78395,2,135708.2,0.9977414,person,27.440298,125.62838,313.98627,599.2285
78395,3,3081.184,0.73683286,tie,428.01965,198.06068,471.246,269.3409
92075,1,147152.78,0.988062,person,283.1416,124.693695,657.1748,518.1154
59613,1,346757.1,0.9980234,person,64.69831,5.6074,493.4017,814.45825
10263,1,4717.9556,0.9819053,tie,231.25797,279.53888,273.58743,390.99683
10263,2,102094.44,0.95028216,person,7.0592437,448.17554,360.107,737.3558
10263,3,59502.0,0.7555232,person,126.769226,120.3488,340.69403,398.4933
10263,4,68229.06,0.62749416,tvmonitor,116.717316,120.3099,350.7618,411.83167
48279,1,107186.336,0.99802256,clock,211.85103,100.94216,521.93713,446.60852
58371,1,87553.19,0.99958974,person,249.5519,22.2624,498.4189,374.0695
58371,2,78354.86,0.99826527,person,27.00638,33.93833,266.61917,360.9445
58371,3,27011.027,0.85759586,dog,167.43452,141.23705,291.83676,358.3636
27401,1,67240.01,0.9993683,person,243.03912,30.868052,450.3915,355.14697
27401,2,40402.273,0.996529,person,41.9976,62.0552,172.6404,371.31277
27401,3,45952.207,0.9697182,person,127.39103,39.289913,272.2332,356.54703
27401,4,4137.1943,0.9647725,person,407.40714,94.16772,446.75558,199.31021
27401,5,6345.6636,0.8144463,chair,462.31476,176.75902,536.286,262.54456
27401,6,2810.5107,0.77433854,person,129.77847,98.93315,169.57735,169.551
89574,1,303490.8,0.9998232,person,165.33081,56.105812,810.77,526.314
25473,1,37827.086,0.98612183,person,21.460928,119.24148,180.14308,357.6242
25473,2,36112.164,0.9130083,person,4.322284,38.007397,123.90883,339.9825
25473,3,67391.57,0.77453375,person,302.5235,58.377163,515.90454,374.20453
25473,4,127901.766,0.5474134,person,173.05876,11.332979,539.1843,360.6715
47913,1,32138.951,0.9686238,person,113.8833,84.14357,311.39465,246.86308
47913,2,27854.156,0.9670565,person,123.38925,612.4161,298.14236,771.80756
47913,3,32240.584,0.9195384,person,135.15672,287.10013,270.4745,525.35846
08295,1,181538.22,0.9943048,person,5.6861897,-3.3187647,487.85895,373.1816
02497,1,444287.28,0.9994275,person,-24.770002,80.56705,597.46277,794.588
90471,1,40970.566,0.9932156,person,316.3527,65.544334,498.38928,290.6121
90471,2,1944.1362,0.98541045,cup,449.3674,301.2771,505.8219,335.71432
90471,3,33012.375,0.96483904,person,400.33218,51.41059,536.8795,293.17566
90471,4,34823.477,0.95013434,person,16.448214,104.98291,172.93913,327.51004
90471,5,9176.898,0.9175176,person,80.45347,143.05745,167.18463,248.866
90471,6,7747.315,0.90571487,person,290.8451,137.57465,353.807,260.62228
69357,1,179460.34,0.99122983,person,12.765386,38.912186,522.48956,390.98563
54602,1,37604.188,0.9994776,person,29.224585,98.74489,169.02075,367.73788
54602,2,16642.16,0.99875534,dog,246.61543,264.25385,400.16278,372.6384
54602,3,27675.838,0.99649966,person,408.70895,78.47966,503.05576,371.8212
54602,4,17033.05,0.93626326,person,484.82788,83.976036,546.49133,360.2021
15320,1,1814.5159,0.9988414,tie,106.059685,142.46681,133.48892,208.61943
15320,2,43978.1,0.99617875,person,8.341847,25.869413,260.3395,200.38731
15320,3,43320.773,0.7204086,book,26.217636,209.57646,264.28955,391.54153
15320,4,43320.773,0.67521566,person,26.217636,209.57646,264.28955,391.54153
20619,1,189186.25,0.9952771,person,-22.354675,17.863445,508.87762,373.9906
82457,1,25224.203,0.9599938,person,52.60978,65.17767,205.49257,230.16815
82457,2,11114.715,0.7563493,person,64.349754,270.2366,161.03044,385.19974
82457,3,390.10666,0.61724025,cell phone,86.726555,122.413704,103.78374,145.28423
82457,4,24648.395,0.5093503,person,27.898912,258.25812,211.94836,392.1808
81059,1,61492.824,0.99329656,person,1.4483231,62.29187,202.04022,368.84872
81059,2,46419.887,0.9894659,person,291.63474,68.88236,451.93436,358.46436
81059,3,25744.348,0.9858769,person,189.53537,149.92973,337.4223,324.01102
81059,4,33308.824,0.96528745,person,198.25212,26.727022,354.3021,240.17676
81059,5,33231.184,0.8618533,person,90.45401,46.682007,209.54837,325.7144
42137,1,27389.885,0.7918864,person,133.35008,20.10625,274.0179,214.81946
74530,1,37752.684,0.99906564,person,42.834656,212.69086,251.74323,393.40475
74530,2,28499.207,0.961295,pizza,105.42402,21.076622,276.13556,188.02026
74530,3,1394.5537,0.93671894,tie,143.24866,298.68048,162.90004,369.64514
74530,4,3150.1624,0.7226028,bowl,48.56299,121.40948,101.142456,181.32188
74530,5,3539.0708,0.6309352,knife,227.8644,149.33076,299.22766,198.9231
40832,1,66206.4,0.9927276,person,210.54121,150.31404,479.6924,396.29623
12548,1,37282.227,0.98265797,person,87.435875,65.2588,237.08241,314.394
12894,1,176187.92,0.9628927,person,182.01587,38.07954,698.0552,379.503
12894,2,281498.3,0.84843314,tvmonitor,122.26043,15.3075285,700.3528,502.25104
02476,1,13980.145,0.9973662,person,229.62694,101.90479,303.5425,291.04144
06937,1,6737.4243,0.9903196,person,341.3341,203.46835,397.7375,322.91907
06937,2,6403.9785,0.9721808,person,592.87854,236.5847,650.40216,347.9125
06937,3,6103.318,0.96998477,person,515.867,225.75648,569.60736,339.32697
06937,4,4947.891,0.9637242,person,396.82718,202.66345,442.21143,311.68567
06937,5,4148.504,0.9534041,person,718.9435,255.1997,766.8053,341.8764
06937,6,4624.3423,0.9423171,person,304.5763,184.04208,352.22858,281.08554
06937,7,14062.248,0.9403688,person,432.53156,201.94801,512.155,378.55734
06937,8,5342.5396,0.9362094,person,58.013924,163.11586,109.44986,266.9837
06937,9,43507.32,0.9022321,person,136.50948,241.76445,329.27325,467.46722
06937,10,5561.59,0.8817246,person,148.52344,196.01451,218.44121,275.55923
06937,11,5266.684,0.8530451,person,115.39083,157.46815,166.79652,259.92148
06937,12,21948.193,0.7967795,person,502.2744,63.674934,602.0695,283.60748
06937,13,4639.9985,0.7754085,person,651.84906,240.71548,699.35077,338.39615
06937,14,5118.51,0.69536483,person,216.53983,175.02612,274.94147,262.66937
06937,15,1526.0977,0.5359871,person,807.7856,253.72217,824.24615,346.43448
05762,1,336891.88,0.9986685,person,28.905428,86.30045,556.51636,724.8238
40259,1,209808.69,0.9964636,person,6.7943277,151.53375,439.79608,636.0784
40259,2,317918.8,0.99071914,bed,7.7987084,142.47278,513.61005,771.0052
85072,1,400604.84,0.9996189,person,-21.580858,41.920204,549.2944,743.6582
46537,1,418297.3,0.99984574,person,-1.0570819,57.320873,591.1691,763.6343
56432,1,366860.16,0.9991944,person,9.75421,32.088585,516.89404,755.4791
39805,1,1614.273,0.6790552,person,153.08286,75.78193,183.28317,129.23412
29163,1,100915.24,0.8640215,person,19.880692,33.004013,372.25992,319.38654
60147,1,152224.86,0.98766094,person,15.089335,84.29358,477.60492,413.41733
90583,1,280252.34,0.9998839,person,41.623123,68.33397,640.6354,536.1914
34961,1,136287.9,0.9047665,cat,295.5932,69.933235,555.12714,595.0588
15803,1,201059.02,0.997175,person,121.36533,68.535065,534.579,555.1091
15803,2,184920.25,0.98751575,person,407.24643,45.44214,773.1996,550.7534
89762,1,77795.12,0.9706596,person,97.68941,37.771523,347.4474,349.2535
89762,2,161705.53,0.93725574,person,89.650154,9.482551,537.3855,370.64575
89762,3,217134.83,0.7331212,tvmonitor,34.784832,2.5575435,531.6175,439.5957
38465,1,370733.4,0.999039,person,-7.1116815,62.433887,525.1686,758.93427
53289,1,95967.95,0.9991099,person,129.36383,40.95693,435.7747,354.15717
53289,2,9383.84,0.93926275,cup,149.84857,186.27422,214.3015,331.86636
75321,1,87737.84,0.9993458,person,5.1283617,39.405556,263.2589,379.3027
18350,1,77356.04,0.99636114,person,100.29624,40.713207,349.77158,350.7881
18350,2,10283.191,0.5433812,book,232.33372,101.58815,351.8539,187.62543
91547,1,277166.56,0.9956852,person,79.052414,27.716534,622.59094,537.6465
30247,1,241890.2,0.9926205,chair,82.408875,85.63068,487.23322,683.1496
93741,1,64835.37,0.99867445,person,48.40415,58.28332,237.45596,401.23358
51243,1,427217.28,0.9998939,person,-25.307026,48.030327,601.01746,730.1325
51243,2,20159.477,0.9986248,tie,313.36545,526.07587,385.74203,804.61176
05384,1,136258.84,0.99677503,person,6.5524907,434.7924,370.41473,809.2716
05384,2,100221.79,0.9845999,person,305.94623,434.80447,576.1958,805.6535
05384,3,88009.91,0.9588825,person,279.0911,88.19126,593.957,367.7068
01845,1,98447.29,0.9891575,person,258.12292,39.93313,544.2933,383.94952
34791,1,56642.965,0.9952437,person,82.95603,61.216633,252.59354,395.12253
41385,1,354002.44,0.9998802,person,-2.307381,55.441383,497.9698,763.054
34165,1,36576.562,0.98112017,person,676.08844,34.008743,821.21826,286.03525
93072,1,30140.66,0.9937013,person,40.227104,211.56802,213.24316,385.77533
93072,2,27807.357,0.9817798,person,136.67477,10.742437,280.67606,203.84737
93072,3,4615.4004,0.5565611,baseball glove,37.038654,315.03806,121.90601,369.42175
25468,1,13857.903,0.99701554,person,338.64655,50.945507,417.87073,225.86563
25468,2,15563.51,0.9954687,person,218.83063,80.99738,322.22687,231.52037
25468,3,16538.69,0.99248064,person,438.9202,40.60211,517.63043,250.72331
25468,4,11273.085,0.9172533,person,74.189186,139.22104,188.15622,238.13635
96258,1,129386.59,0.97500336,person,95.50184,154.31943,462.66138,506.71826
35618,1,86792.125,0.99253047,person,193.68974,50.328503,465.96262,369.09738
05249,1,193523.06,0.99940175,person,228.63022,71.68103,758.8745,436.65067
05249,2,125094.3,0.7587814,remote,47.74292,434.17517,782.69086,604.38354
57349,1,127867.086,0.98994637,person,210.04947,58.968407,499.78522,500.29153
57349,2,142235.97,0.98039424,person,460.372,36.854664,761.0316,509.93442
57349,3,5840.96,0.9682766,tie,303.35242,206.82465,361.53064,307.22235
78409,1,108522.8,0.99498934,person,359.4237,248.25952,571.08246,760.9848
78409,2,79090.414,0.9774094,person,124.10458,246.21172,309.53668,672.73126
78409,3,62345.87,0.929789,person,277.22925,206.75891,404.49448,696.6482
78409,4,50111.355,0.91475195,person,-1.2874163,192.95207,108.609985,648.9352
78409,5,49021.848,0.7633467,person,43.54631,226.71556,154.70464,667.7248
78409,6,8038.2383,0.5968938,person,207.83972,200.34837,277.27295,316.1177
78409,7,9017.679,0.5826998,person,480.88486,189.84738,551.886,316.85492
29814,1,52670.195,0.99504554,person,182.94699,105.73118,388.67917,361.74457
29814,2,80615.83,0.97862554,person,15.019333,65.007805,277.155,372.54254
20568,1,180468.61,0.983624,person,202.8673,392.7705,639.7887,805.81647
20568,2,159692.58,0.9004476,person,22.288193,412.5146,441.1676,793.7522
20568,3,23437.715,0.8611506,sheep,296.87885,72.737335,398.65167,303.03177
20568,4,26053.934,0.7995767,sheep,384.23492,64.65927,498.28085,293.1105
20568,5,29143.643,0.7495439,sheep,192.20552,68.66247,311.95404,312.0362
20568,6,35509.016,0.67871934,sheep,487.84744,68.50564,637.28296,306.12665
20568,7,41943.113,0.6428615,horse,460.96973,72.678505,639.4187,307.7211
84269,1,32093.23,0.94921815,spoon,226.33894,206.32108,360.1249,446.20596
84269,2,113057.15,0.5112806,bowl,163.03369,364.26886,495.6791,704.1417
68079,1,18536.367,0.79386574,bird,286.82297,124.72092,433.6751,250.94562
12890,1,140720.52,0.9998183,person,111.33813,42.753616,451.05164,456.98654
12890,2,1692.2625,0.9875947,tie,265.62106,172.06657,287.2725,250.22597
54102,1,7980.9985,0.9973376,tie,372.91898,348.3352,431.72333,484.05643
54102,2,281050.94,0.99692535,person,187.99104,48.69532,756.9798,542.64343
63217,1,157105.11,0.9975668,person,23.226793,21.211441,505.4905,346.97742
03271,1,125780.91,0.9998872,person,101.754,46.391823,515.5649,350.34927
35264,1,408977.03,0.99684346,person,-12.10289,46.537254,562.0488,758.8525
63710,1,27646.99,0.9599483,person,313.99713,134.10529,472.35583,308.68988
63710,2,29002.781,0.93572533,person,179.01442,123.4875,350.76465,292.35355
63710,3,4037.2778,0.79796004,pottedplant,502.63727,199.50714,550.2565,284.2897
12348,1,188603.3,0.9995726,person,197.40643,49.949398,576.93304,546.89294
81064,1,336183.6,0.7305326,chair,1.475613,197.6711,535.79913,826.84717
74391,1,74428.81,0.9968499,person,136.49886,126.650475,389.22876,421.1499
74391,2,33366.945,0.97863513,laptop,359.30795,279.10892,587.18787,425.5323
36152,1,391762.47,0.9996089,person,-5.2075605,121.28326,604.71576,763.59753
80256,1,274942.88,0.99993134,person,45.059647,40.472046,630.231,510.3222
80256,2,18037.186,0.9771526,tie,330.49673,366.88028,438.79938,533.42456
21948,1,155727.34,0.97938186,person,67.97421,75.91631,435.45905,499.68167
70532,1,86412.08,0.97300744,person,89.97264,27.600027,397.684,308.4219
25806,1,9879.404,0.99595296,person,276.1957,170.50241,370.19266,275.60587
25806,2,9942.232,0.9953269,person,114.182556,195.23244,193.70583,320.25537
25806,3,7492.4546,0.97132003,person,406.09253,185.45248,500.08533,265.16556
25806,4,3243.3833,0.955662,person,194.91301,186.51094,243.2681,253.58524
25806,5,4039.1086,0.93698853,person,364.1842,181.54573,414.52417,261.78235
25806,6,7003.6904,0.8245199,person,460.92792,202.77109,547.76105,283.42798
25806,7,143444.56,0.82132816,truck,10.950079,162.23038,528.16644,439.56995
25806,8,2871.586,0.7708412,person,163.51907,192.34674,206.5175,259.13025
26759,1,149920.06,0.997869,person,42.679153,59.61182,443.7906,433.37344
27398,1,25821.182,0.8382231,cat,75.129715,140.3543,244.52502,292.7858
18730,1,82633.08,0.9988875,person,342.69852,346.26974,608.5091,657.1418
18730,2,44709.957,0.9988097,person,113.68147,26.769096,261.74536,328.73306
18730,3,37451.543,0.9987514,person,223.62662,51.71591,359.6885,326.96964
18730,4,28891.756,0.9981416,person,475.4955,79.48305,598.664,314.05405
18730,5,38440.13,0.99617875,person,342.25687,55.618538,484.7662,325.35614
18730,6,3243.4998,0.7920698,tie,166.95874,82.49287,192.14502,211.27328
18730,7,8315.687,0.7902936,person,294.53842,653.12445,353.98947,792.99896
18730,8,2837.6572,0.68927985,person,465.2975,97.681404,507.68576,164.6258
18730,9,4584.103,0.6340421,tie,147.53937,99.09261,185.69473,219.23569
18730,10,3148.797,0.58888614,person,297.83502,623.8854,334.92633,708.7785
75216,1,216864.5,0.7556322,cow,196.67397,110.61202,726.26166,520.1089
91754,1,79689.24,0.9998052,person,218.9913,6.0123405,445.2418,358.22922
91754,2,3649.0562,0.91659456,pottedplant,468.39282,197.34967,516.71735,272.86115
42153,1,173194.86,0.9973197,person,43.03215,332.11533,408.96426,805.4131
83456,1,91212.69,0.99982154,person,-3.2103114,41.229897,277.37933,366.30493
18673,1,35318.26,0.9661421,chair,411.80402,503.75223,528.06366,807.54004
18673,2,163414.94,0.87917894,person,163.14627,249.37079,461.69504,796.7351
97523,1,70662.95,0.99936324,person,203.40808,479.65442,449.08456,767.28046
97523,2,33903.05,0.9543745,dog,176.80737,139.12627,388.6573,299.1596
24631,1,33939.79,0.99906456,person,15.072727,210.54568,208.18762,386.2949
24631,2,40864.83,0.98490596,person,56.383648,18.652184,271.85287,208.30724
24631,3,16592.059,0.7050311,person,180.32901,26.463434,272.5178,206.4426
23748,1,2948.55,0.98544604,person,63.891476,108.57836,94.89755,203.67424
23748,2,10464.032,0.9836515,person,131.45229,163.7389,187.77348,349.53098
23748,3,5386.1187,0.982757,person,30.7996,73.77275,73.68982,199.35193
23748,4,2516.3823,0.8795994,person,95.25959,112.0546,125.563034,195.09409
23748,5,10324.543,0.66078544,person,174.30421,167.24344,231.71936,347.06607
23748,6,1675.7393,0.5874888,person,3.9945328,58.47431,45.786064,98.57189
69412,1,35042.133,0.97893703,wine glass,424.07635,245.16003,529.644,577.10016
69412,2,5509.8984,0.700431,bowl,477.06387,108.93546,532.90094,207.61362
59073,1,81964.85,0.99606025,person,44.96263,569.0292,417.36298,789.1279
59073,2,63305.418,0.94910616,person,36.884926,324.22787,366.86954,516.0714
59073,3,54618.02,0.8672485,person,152.5501,23.014597,355.48166,292.1596
59073,4,35351.125,0.5236765,person,31.916134,38.664158,175.5811,284.7306
28405,1,34575.402,0.9979071,car,274.58417,195.77356,558.2094,317.6788
28405,2,62727.508,0.9916184,person,27.577885,81.19409,258.1448,353.2518
28405,3,1064.3607,0.79003286,cell phone,164.47984,206.83089,202.3648,234.92543
28405,4,4462.168,0.7574412,car,296.69986,198.97244,406.3697,239.65973
92670,1,299107.75,0.99431205,person,25.032278,45.6903,652.8008,522.15216
78351,1,339048.06,0.9998884,person,-6.395428,91.88699,520.7485,735.06635
78351,2,6739.037,0.75327384,tie,242.72429,610.29895,311.18524,708.73517
79856,1,68842.01,0.99739724,person,77.42187,135.05008,393.88232,352.58755
79856,2,16825.621,0.9877542,person,343.5165,112.75129,486.5716,230.36768
79856,3,5486.452,0.8331204,chair,459.86792,164.94168,524.4896,249.84276
71436,1,127312.3,0.993568,person,108.09116,25.900356,507.34262,344.77783
03258,1,57422.793,0.9916616,person,35.41917,26.130892,205.48492,363.78143
03258,2,59128.23,0.72205967,person,262.2594,58.518818,456.16763,363.44775
20736,1,27047.81,0.99874586,person,108.53981,177.0622,245.4055,374.6852
20736,2,19310.775,0.9958422,person,20.178066,175.1685,124.95792,359.46707
20736,3,16695.299,0.9822591,person,323.0798,188.60544,413.3713,373.50986
20736,4,13922.361,0.9573136,person,226.4898,196.66531,306.49457,370.68448
20736,5,21905.424,0.9338379,person,442.55746,174.12231,550.92175,376.26846
20736,6,8428.554,0.92893213,umbrella,185.01396,156.40388,309.64505,224.0319
20736,7,17942.854,0.8024013,person,401.06952,195.66315,503.31995,371.14264
50487,1,322347.3,0.9998324,person,-0.5924225,36.049156,444.8492,759.7069
06431,1,205410.77,0.99798477,person,339.49667,56.00362,753.08704,552.6563
06431,2,145534.06,0.9808724,person,70.77691,116.8163,396.58786,563.49884
51473,1,121627.98,0.998353,person,87.78896,35.364548,467.7668,355.45682
34901,1,17801.049,0.98784703,person,178.09999,168.31537,273.97263,353.9893
34901,2,46742.105,0.9687163,horse,300.14673,173.90703,527.85803,379.17618
28793,1,337275.34,0.999459,person,164.00038,25.883894,795.7984,559.718
28793,2,8344.814,0.991786,person,721.68384,77.00817,775.5975,231.78934
28793,3,4519.948,0.97549385,person,149.0742,147.66136,202.1619,232.80254
28793,4,6492.679,0.86087793,person,681.6096,65.8732,724.95087,215.6769
28793,5,9237.528,0.7695861,person,2.4141135,141.1079,98.10043,237.6476
28793,6,4695.4673,0.66193116,person,196.85757,159.88683,256.12354,239.11388
28793,7,4809.8506,0.53558916,person,245.14172,157.64455,302.93182,240.8742
05172,1,57630.223,0.8907031,person,353.73895,70.51617,547.7918,367.49826
05172,2,47947.33,0.8823969,person,102.920715,89.6389,282.3589,356.84695
98501,1,81981.6,0.9980844,person,14.1838665,15.607658,268.5486,337.90704
98501,2,3407.6885,0.87980944,cell phone,150.81123,47.737343,201.14119,115.444305
98501,3,15642.134,0.66791546,sink,10.005797,305.9123,206.35594,385.57678
